n_nodos R alpha CityArea
200 250 0.15 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
142 377355 4421 3482 66 0
143 2410772 562 872 49 1
144 594151 3500 2351 71 0
145 3075350 4998 3175 65 0
146 2041134 588 832 45 1
147 2500455 1906 2218 23 0
148 2616203 2295 2510 27 0
149 1408993 3202 3066 36 0
150 1189069 1642 1432 72 0
151 193854 2131 1863 70 0
152 2211000 2078 1770 27 0
153 3279147 4172 2877 26 0
154 3006420 2074 1919 20 0
155 2249930 1545 1733 59 0
156 219135 2055 1662 41 0
157 2524518 1828 1515 78 0
158 2520677 4911 2996 25 0
159 3105297 3500 2518 45 0
160 3340367 1950 2373 68 0
161 1300669 1799 2292 32 0
162 1632504 727 1066 45 1
163 2752769 1002 1461 21 0
164 3298397 3219 2238 22 0
165 2375391 2662 2761 38 0
166 2469014 2983 2091 76 0
167 3265666 2169 2434 62 0
168 3036702 2104 1821 27 0
169 620417 2439 1833 29 0
170 2797154 2215 1949 42 0
171 2819644 1007 1200 48 0
172 1167004 4627 2979 68 0
173 2587935 2838 2344 63 0
174 1016701 4486 3393 25 0
175 1187582 3145 2534 71 0
176 1144384 2002 1549 27 0
177 2063738 3339 2318 24 0
178 1347175 4979 3022 54 0
179 540362 4420 2936 30 0
180 2284561 3820 3141 40 0
181 658726 1282 1623 36 0
182 1279229 4864 3455 38 0
183 470019 2615 2775 60 0
184 3425321 4494 3644 25 0
185 691054 3970 2889 40 0
186 3168702 3618 3112 38 0
187 3397206 4441 3103 60 0
188 396097 2501 1776 77 0
189 2755595 712 1201 24 1
190 492295 1723 2273 38 0
191 1411545 2380 1894 58 0
192 319913 2536 2376 44 0
193 3288610 3861 2999 32 0
194 582637 89 1216 75 1
195 1775671 1894 2318 48 0
196 3251868 494 1507 51 1
197 2714808 1768 2133 51 0
198 923670 2813 2517 52 0
199 546216 1785 1609 57 0
Matriz_Distancias
-1.000000 42.460232 28.660214 44.165974 7.675229 58.486047 6.426032 28.404412 43.476055 39.543862 45.309032 47.282548 2.761355 18.149609 28.406995 40.463005 37.770368 38.911739 44.397716 13.832097 8.019653 39.053299 26.036712 47.707899 44.631301 25.088427 49.318858 25.210589 25.700265 33.018693 25.284086 40.442090 4.685901 32.791320 46.315110 42.446449 33.350865 48.544020 40.174977 43.143670 22.022013 5.924207 20.633094 44.790663 44.874769 27.188854 18.756339 24.518825 51.455124 30.036262 39.273335 36.007030 46.077441 42.368983 25.793086 40.855652 46.197949 55.276079 41.998997 48.836850 46.334081 43.142082 28.989911 45.874877 38.168993 13.117743 39.980113 19.098316 24.899799 34.940986 36.743152 33.754397 30.114639 27.916793 2.425272 3.688103 36.526943 18.807419 35.884250 20.947790 35.161233 30.208127 44.479572 11.231046 56.042994 49.360614 10.515430 23.024050 45.659773 38.024781 9.790436 19.605499 10.627635 25.296065 25.484212 48.225227 17.376134 45.952882 9.805023 45.703324 36.489012 46.756727 21.111311 43.958828 15.421010 38.505231 6.629055 39.491838 30.396064 38.502086 17.164209 21.073210 24.614129 20.245211 51.113736 44.000509 6.889130 19.403591 28.461081 14.826733 27.565969 38.410051 22.721461 6.158359 7.022557 43.640656 24.598520 25.884635 24.606091 29.326831 13.451051 44.746401 44.315309 25.584469 11.520344 34.088106 7.701353 20.234683 21.916069 53.621972 37.243230 25.876204 38.976293 28.566931 14.986983 19.626561 46.429641 40.435104 50.900606 57.410552 35.454174 16.985125 13.166013 34.922366 8.772906 3.068723 32.776583 45.429672 24.885787 37.678185 40.489274 35.275370 34.792873 30.104268 48.648066 26.243053 25.171937 55.925650 14.383320 51.079125 26.810418 17.599715 4.769179 28.886481 23.352648 34.628695 16.584438 35.202147 20.680963 32.096007 22.100571 18.225586 44.587070 35.653285 19.926678 7.993187 49.601570 22.271101 11.602899 19.313171 40.879102 4.782980 26.848129 35.637555 28.707123 47.344977 52.444032 30.786388 18.197955 43.013325
42.460232 -1.000000 33.547677 19.645756 45.514322 16.459453 43.488318 21.710256 8.796261 8.229556 2.854028 21.295975 44.774876 29.149357 15.429115 35.640962 24.753148 14.567976 10.000812 30.568262 34.468116 20.435612 16.710540 16.039223 24.684756 26.553780 9.764468 18.639092 30.195141 28.548086 37.610556 22.745215 44.197270 13.398653 6.948977 4.094860 9.187166 20.521298 13.352814 21.416759 29.245429 43.834419 28.741778 9.378188 4.001278 28.504309 28.416613 17.941846 11.685704 22.225464 31.754335 29.125454 8.910723 5.650121 17.216328 8.095637 14.929146 14.333133 12.830595 8.964083 4.014388 10.577397 37.941351 3.440152 24.868114 30.547193 28.459079 26.789771 17.771226 8.573365 14.534132 31.654329 23.031745 15.596193 40.751742 39.100077 14.549523 31.191340 17.610260 39.567325 22.963406 24.874067 27.401988 39.932682 13.810210 8.223652 34.831000 22.576937 34.380386 8.661418 39.577087 26.379180 33.067170 35.284806 21.867771 6.498410 36.820164 23.744431 38.320353 38.564897 28.837629 4.384787 40.341992 4.810685 29.563623 6.816966 39.464153 13.905587 19.775708 14.858235 35.568232 24.878070 30.708716 34.345778 12.757912 10.909010 37.291604 30.692710 14.093089 30.036230 38.111118 8.043446 20.505126 39.020407 47.910100 14.045680 25.853023 18.884173 17.858502 15.405075 29.540667 5.086754 2.448282 31.647245 37.765163 26.324357 48.744877 22.243999 20.708298 13.911936 5.227347 31.029714 7.911221 17.954770 31.098682 28.062538 4.844839 6.419841 10.286967 15.526279 9.138978 41.453652 38.260580 26.679250 34.730776 42.316168 9.696418 5.635029 21.065445 14.818814 2.763657 31.176428 27.835823 31.469265 6.691737 21.631130 28.604944 13.683826 28.530006 8.821562 29.688777 37.903161 37.693262 14.551567 28.531928 23.672238 34.633448 21.254800 23.032767 23.341618 21.910558 25.087569 35.587660 31.913277 23.577549 34.805485 7.769040 26.223909 43.616155 40.261134 4.337757 39.890548 28.379109 10.030306 13.802981 14.965590 13.222262 21.108425 25.712602 12.854653
28.660214 33.547677 -1.000000 22.227860 25.285039 44.548278 24.354450 12.073773 28.485097 26.075773 35.593244 24.599688 28.982282 32.744376 20.203788 11.822463 13.185026 40.577054 41.419133 17.401284 24.008385 44.523615 21.800035 28.172158 19.926150 8.337759 34.577361 18.533289 40.659096 45.265047 5.562100 16.799443 26.391988 20.239733 40.219529 36.282459 26.631896 26.455982 22.774252 20.168904 8.460680 25.047400 10.275785 29.355616 33.275870 40.682814 12.700087 23.511145 36.140535 11.322241 51.553837 9.036917 31.049865 29.663091 20.794786 26.919339 27.202485 40.159150 41.717624 34.563030 35.825529 27.004000 4.405070 36.417648 13.461391 27.751735 13.269504 31.143367 21.708307 31.375454 38.755039 5.670138 10.524296 28.880314 26.260370 25.486461 19.776364 35.402305 40.206314 10.204537 12.452058 40.600875 18.467612 18.262823 43.093491 41.729573 30.587499 31.130940 17.449434 25.128710 19.334338 13.866313 28.110716 3.882351 13.366787 36.113995 11.656034 21.829257 18.962036 17.043952 47.941150 36.275774 10.702637 31.638196 29.842779 34.581504 31.651950 21.913193 36.861289 20.586629 11.562024 31.366550 40.131402 8.427176 34.700170 27.570296 22.030379 10.240608 23.829032 29.678895 4.876501 25.759662 19.123253 30.785964 29.029985 25.190441 9.400097 17.195353 23.914701 19.312225 19.990725 32.284907 35.995871 3.625590 17.268402 9.219088 29.651214 22.106055 21.131863 37.585958 29.663678 41.384330 26.067637 16.346099 15.196393 33.240131 34.788740 36.224932 36.601680 43.339184 24.489273 14.624732 15.914982 45.487408 21.192556 30.982958 27.541791 32.676542 14.940733 39.752480 33.444046 7.365101 46.118758 2.607455 36.747479 34.136876 39.052692 43.025833 19.970113 39.188904 4.320848 11.886202 25.878485 21.278821 7.793993 11.577074 12.077771 42.159858 27.870318 10.622714 17.188848 18.360534 16.102403 7.477555 17.943243 22.777918 41.035854 10.997253 20.439200 11.956992 29.622439 30.383947 5.570466 23.517640 24.273444 28.437987 36.311140 38.301630 28.090197 25.389406
44.165974 19.645756 22.227860 -1.000000 43.850399 23.972020 42.271928 15.786768 11.042550 12.077923 20.078445 3.158992 45.602528 38.387118 18.459702 18.472893 9.160551 32.910347 29.633505 30.334882 36.843061 38.545780 21.877516 6.450863 5.201487 19.893196 15.037646 20.565512 43.184157 44.295592 27.692037 5.564773 43.820215 13.820872 26.229586 23.676392 19.443470 4.482488 6.978159 2.394419 23.391693 42.854536 24.197733 10.984896 16.951799 42.130171 25.594953 24.566404 15.841685 14.332986 48.991122 14.039008 12.359680 14.010140 21.381247 11.705234 6.128078 19.401287 32.051730 15.405309 19.518169 9.148138 26.141902 20.828748 8.961653 36.473567 11.150275 35.972474 22.837876 23.690650 32.090005 17.654412 14.469994 26.880166 41.865021 40.482752 8.966026 41.108240 34.823382 31.693741 10.085639 39.772514 8.140399 36.816179 23.258938 26.044707 40.755117 33.185547 15.382164 12.642179 37.243435 24.560870 38.285384 25.598262 18.715957 18.322253 31.157270 4.114062 36.308169 19.966094 45.618200 19.837027 32.343629 15.345829 37.030259 24.765757 44.106945 6.930236 34.587737 7.000381 30.329782 34.849130 43.244230 27.682623 13.910288 9.039215 37.457517 25.946359 21.310937 37.241398 27.014898 12.986735 23.158031 43.375485 47.234814 5.696957 20.036280 19.287819 24.827334 16.934675 31.185698 15.560509 21.579026 22.515764 35.001774 13.011050 48.006506 27.049988 25.029147 16.614007 19.288216 44.063283 12.729145 16.245883 29.370154 37.967581 17.840357 25.375728 16.939633 22.813236 14.831142 35.393984 34.501997 43.168200 35.394224 45.373744 21.038845 15.507772 19.544508 32.735236 21.350387 16.355912 44.199085 19.621534 18.947693 34.304777 41.382332 23.231496 30.441600 20.777804 20.358024 31.916076 39.874418 18.761660 22.084012 10.904179 30.019132 38.131442 31.501688 12.867459 22.854080 26.692391 16.990077 16.852691 25.074751 36.352231 24.784564 22.097788 40.018914 33.145203 15.520071 43.662165 19.503949 13.562424 21.488475 7.104729 15.451105 36.200569 33.472235 6.813822
7.675229 45.514322 25.285039 43.850399 -1.000000 60.857870 2.102079 28.268378 45.073227 41.316923 48.301872 46.836155 5.723661 24.682165 30.470583 36.964972 36.335878 44.127655 48.874221 15.006453 12.411270 45.005695 28.806947 48.240289 43.413231 23.986307 51.220670 27.157205 32.746886 39.902580 20.864417 39.437356 2.989339 34.258258 50.184123 46.138637 36.338813 48.327295 40.960219 42.463404 20.529942 2.059481 19.659053 46.332888 47.393284 34.066646 18.537723 27.925424 53.277988 29.530989 46.308628 33.648379 47.781326 44.493474 28.315711 42.587148 46.830175 57.261248 46.946207 50.842383 49.179457 44.422433 24.532129 48.952661 36.713907 18.949701 37.850484 25.147101 27.769509 38.802616 41.930472 30.822658 29.386514 32.256655 6.992890 8.249009 37.239838 25.787634 41.494385 15.982839 34.133048 36.693051 42.752257 7.185541 58.605270 52.991488 17.465920 28.564568 42.729336 39.844088 6.608538 20.084634 16.832236 21.524131 25.912172 50.753196 13.668912 44.979890 7.623928 42.025784 43.349571 49.625639 15.902975 46.257357 21.596133 42.504908 14.224237 40.188413 36.149187 39.045302 14.041470 26.923179 31.703050 17.137460 52.632765 45.244021 8.436596 17.920841 31.465459 21.028693 23.036521 40.317360 25.036524 13.651958 3.761585 44.318690 23.817547 27.392202 28.112124 31.039811 16.098556 47.045845 47.594791 22.851043 8.849576 32.342821 4.369235 23.647107 24.898983 55.317424 40.317310 33.009009 40.855353 29.577446 14.991505 26.081022 49.003666 44.471167 52.970288 59.722302 37.567985 11.429782 9.590720 41.606038 10.981667 10.678512 36.076065 47.686304 25.810131 42.922142 43.881603 32.469487 41.589866 27.226797 51.243473 32.017074 32.026730 58.497324 17.109738 53.760315 24.553976 13.410958 10.159677 31.173094 21.873277 33.460637 14.023460 41.281789 25.708498 31.124481 23.844590 20.428860 41.361837 32.698707 21.978186 11.430583 53.026078 21.889116 5.201376 14.144031 43.283798 12.336446 24.964653 37.475412 31.792250 48.045199 54.079375 36.768525 23.575677 43.888879
58.486047 16.459453 44.548278 23.972020 60.857870 -1.000000 58.908401 34.273122 16.344701 19.702152 13.679779 23.339080 60.675348 45.573623 30.400996 42.441970 32.569170 28.062978 20.813176 45.867146 50.466396 33.362925 32.456478 17.552835 28.711011 39.349537 10.049557 33.711842 45.924238 43.031010 49.527984 29.270350 59.834175 26.796745 16.200601 18.176457 25.208917 21.503390 21.797376 26.365509 42.583151 59.320791 42.556835 15.299502 13.611755 44.076696 42.824678 34.074753 8.418641 33.970455 44.719790 37.558902 13.637490 16.373197 32.762933 18.510964 17.953180 4.571036 24.950888 10.221894 12.445187 17.601960 48.836856 13.353944 32.477755 46.932073 35.104450 43.234144 33.587859 24.942082 28.949103 40.942385 34.575406 32.053051 56.641929 55.011576 25.095917 47.535968 31.915469 52.537594 32.240669 40.081565 31.668993 54.725361 2.807409 13.021197 51.252628 38.982479 38.745196 21.108887 54.597954 40.985571 49.422111 47.228261 35.589830 10.272062 50.614973 26.881246 53.399321 43.486150 42.475776 12.085292 53.281195 14.609433 46.017823 22.378369 55.831238 22.663347 35.359405 23.993344 49.476109 41.298629 46.559528 47.634278 10.095794 16.988241 52.907431 44.551154 30.047629 46.485550 49.414907 20.594847 35.963638 55.357987 63.539743 19.510649 38.941730 33.500276 34.042233 29.841403 45.253762 13.819297 15.276973 43.684067 52.603216 35.722988 64.372501 38.281886 36.571728 7.370246 21.472109 46.714596 20.079185 31.642871 45.998236 44.449640 12.074732 21.033870 8.084230 1.209490 23.290683 55.248491 52.794151 40.732779 50.392187 58.542701 26.000735 13.171843 35.291529 28.813145 18.950515 39.882325 41.908549 42.069637 9.891551 37.769491 44.455842 2.942586 44.263280 7.649420 41.506688 51.611194 53.722519 29.757664 41.575241 33.108966 48.733783 35.449596 39.483135 33.975810 37.017616 40.590366 40.604739 40.471527 38.961660 50.656174 11.719169 40.011803 58.351611 53.585759 17.638763 56.176466 40.322880 23.432716 29.828027 16.876791 8.524564 36.471567 42.156959 19.175872
6.426032 43.488318 24.354450 42.271928 2.102079 58.908401 -1.000000 26.603153 43.197691 39.413242 46.283308 45.288759 5.156189 22.722496 28.509473 36.126805 34.962555 42.029734 46.776580 13.041256 10.335084 42.943981 26.777891 46.523677 42.014030 22.476533 49.315847 25.197211 30.878296 37.980119 20.241930 37.982415 2.189104 32.376381 48.108646 44.070294 34.307271 46.739888 39.189752 40.951331 19.071054 0.705378 18.082238 44.466382 45.416737 32.151575 16.809223 25.853924 51.385067 27.939073 44.418038 32.483334 45.896371 42.554412 26.305308 40.690738 45.095181 55.352667 44.844317 48.924868 47.174222 42.587663 23.950563 46.927762 35.346469 16.924336 36.644064 23.120021 25.730596 36.721237 39.832404 29.796697 27.836443 30.157257 5.246019 6.322468 35.470985 23.919372 39.412005 15.518972 32.664722 34.699453 41.464650 6.092566 56.634345 50.930415 15.638404 26.488982 41.745140 37.932170 5.155606 18.263429 14.867033 20.686827 24.141374 48.779164 12.700987 43.532913 5.966191 41.256575 41.417799 47.618735 15.540768 44.301886 19.596392 40.419928 12.720882 38.429637 34.078944 37.307529 12.897940 24.872635 29.849274 16.045170 50.777879 43.415755 6.339511 16.427748 29.424783 19.035057 22.470820 38.396068 23.033347 12.080958 4.965835 42.571783 22.242244 25.481897 26.036032 29.118714 14.028620 45.091242 45.553578 21.718765 7.397665 31.023582 5.736031 21.567359 22.845114 53.442652 38.284387 31.166318 38.938305 27.739833 13.176422 24.104041 47.023385 42.385677 51.047653 57.778503 35.618564 11.161210 8.455021 39.639889 8.891988 9.494744 34.022420 45.737022 23.966743 40.825171 41.829729 31.416671 39.646118 26.166106 49.263270 29.952489 30.110291 56.525377 15.041294 51.774028 23.311519 12.604929 8.220259 29.191723 20.425279 32.018773 12.720996 39.233856 23.614073 29.631526 21.891413 18.414168 40.456783 31.687682 19.985047 9.331320 50.978298 20.223451 5.282870 13.741597 41.313548 10.827603 23.634751 35.556545 29.746550 46.301669 52.210973 34.715587 21.499041 42.111037
28.404412 21.710256 12.073773 15.786768 28.268378 34.273122 26.603153 -1.000000 17.931595 14.826211 23.942272 18.884995 29.816394 25.301230 8.417345 18.235110 10.363822 28.806701 29.345750 14.588980 21.275473 33.138522 10.756888 20.004311 16.550999 5.082175 24.242946 7.753946 31.972398 35.317856 15.909446 12.287195 28.079252 8.311687 28.242445 24.254905 14.579262 20.211756 12.966336 14.764045 8.372802 27.163393 8.699701 19.034704 21.919880 31.524189 9.830501 13.064818 26.094524 2.021925 41.229370 11.303329 20.656821 18.414723 9.796334 15.878301 18.637869 30.180157 29.739641 24.056560 24.330360 16.848938 16.389569 24.749375 10.757402 21.980177 13.763355 23.165431 11.061517 19.394528 27.099425 11.933264 2.658546 17.852563 26.087823 24.728044 9.321733 28.115208 28.837919 18.312131 7.332623 30.552415 17.033118 21.404518 32.458819 29.932139 25.954564 21.776686 20.671761 13.648223 21.671442 8.812130 23.390803 13.579202 3.322189 25.003365 16.461392 17.669289 20.664010 22.948050 37.609745 24.790815 19.068006 20.387938 23.170330 22.522007 28.785398 12.140053 26.185492 10.909856 15.407793 22.702047 31.697756 13.365067 25.067777 17.589137 21.671376 10.615253 12.252505 23.235187 16.441235 14.258582 9.524914 28.008875 31.550551 16.176075 4.719730 6.150662 13.456172 7.323588 15.710354 21.103552 24.151614 9.938530 19.465356 8.134991 32.336540 13.463374 11.761129 27.895882 17.613291 32.793495 14.655594 4.358172 13.590875 25.319799 23.505916 24.151838 26.189018 33.075409 12.576331 21.043394 19.201522 35.092834 19.641510 29.728583 15.559037 21.595163 4.781384 28.063211 21.425371 12.318266 35.870652 10.390521 25.606012 24.173151 30.217161 32.374144 15.081951 28.131575 8.006862 17.408792 24.204926 9.455598 7.304726 7.116936 14.837421 31.173247 19.044684 4.643756 8.301049 11.624452 20.596122 13.069980 10.239574 20.671573 29.352254 6.381762 24.815228 19.312832 18.022370 28.165305 6.688757 11.742402 12.675399 19.873063 26.616245 27.738427 20.230448 15.894669
43.476055 8.796261 28.485097 11.042550 45.073227 16.344701 43.197691 17.931595 -1.000000 3.985249 9.039714 12.504305 45.446924 33.324094 15.085553 28.278816 17.566617 22.919235 18.776508 30.230172 35.538072 28.744866 17.833842 7.447069 16.200457 23.005658 6.313927 18.270184 36.231268 35.868035 33.294088 14.915475 44.306208 10.822028 15.193756 12.889069 12.054572 11.755383 5.869059 13.024749 26.260779 43.660217 26.305234 1.332762 5.931813 34.811873 26.740647 20.044926 8.245339 17.656693 39.775563 22.376961 2.741647 3.218122 17.852309 2.676271 6.188732 12.304313 21.547309 6.146044 8.558075 1.914839 32.843387 9.800869 17.586307 33.155021 20.873293 30.846862 18.989058 14.775337 22.493419 25.433864 18.291117 20.104174 41.447978 39.870549 8.791493 35.763822 25.457841 36.196265 16.531545 31.724093 19.046329 38.677782 14.646181 15.106059 37.594595 27.171009 26.201794 5.501805 38.663488 25.015051 35.432741 30.977805 19.400418 7.879643 34.316329 15.084425 37.509076 30.607641 36.634393 8.912817 36.941741 4.303280 32.883289 14.752850 41.760530 6.683119 26.449059 7.970338 33.200076 29.251250 36.537481 31.295739 7.638350 2.112840 37.439698 28.293478 15.996199 33.246594 33.313652 5.226169 20.769082 41.170173 47.971191 5.351358 22.612562 17.747649 20.143425 14.177261 30.033909 4.563469 10.566464 27.400267 36.593509 20.060118 48.795244 23.798473 21.867132 10.245137 10.025134 37.104647 4.654282 15.538687 30.094916 32.528485 6.990556 14.948558 8.263393 15.145064 8.280668 38.936504 36.659284 34.319081 35.010676 43.950997 13.466492 4.635160 19.279788 22.966328 10.897358 24.618172 35.431934 26.093625 8.530878 27.257904 34.502139 14.572092 29.092761 10.813116 25.241331 35.298227 38.788640 14.713739 25.235620 17.362579 32.501115 29.000807 26.540524 17.862384 21.459951 25.264560 27.608984 25.290682 23.572397 35.500415 13.936377 23.777844 42.256264 37.242817 5.192931 41.792417 24.031805 7.859022 15.942403 6.424730 9.017395 27.964892 29.004621 4.259033
39.543862 8.229556 26.075773 12.077923 41.316923 19.702152 39.413242 14.826211 3.985249 -1.000000 9.686101 14.303409 41.548003 29.470617 11.137859 27.419831 16.531239 20.839453 17.915334 26.405489 31.588772 26.514781 13.848705 10.448911 16.842914 19.893292 9.903828 14.360847 32.740033 32.870970 30.570779 14.570419 40.468831 7.102347 15.170131 11.976574 8.398623 14.055296 5.287691 13.542853 22.994138 39.859851 22.878244 5.317938 7.200594 31.414709 23.130711 16.079585 11.979549 14.884837 37.180806 20.985205 6.535499 3.606834 13.873409 1.316352 8.937926 15.944742 20.035290 9.545297 9.771458 4.349538 30.477805 10.519109 16.640931 29.177370 20.232191 26.990336 15.003815 11.857885 20.090138 23.676153 15.613058 16.445922 37.539566 35.952379 6.474318 31.956225 22.907813 33.127700 14.860434 28.554964 19.416663 35.048377 17.711428 15.961324 33.617449 23.424217 26.258324 1.522595 34.968236 21.325308 31.448529 28.236171 15.894907 10.179350 30.966856 16.171651 33.791101 30.367972 33.904143 10.215415 33.887062 5.589001 28.943503 12.688242 37.775344 5.733738 23.281832 6.629855 29.806566 25.449880 32.986579 28.091118 11.585754 5.161512 33.579975 24.873849 12.053051 29.298088 30.804841 1.290020 16.824586 37.185866 44.147705 7.059514 19.388094 13.931457 16.187672 10.310097 26.114247 6.283338 10.537684 24.606531 32.938793 18.297370 44.974784 19.813418 17.885232 14.092504 7.265226 33.618769 0.770184 11.940719 26.375257 28.720691 8.734839 13.372279 11.687034 18.530372 4.314251 35.614177 33.094956 31.511765 31.128556 39.982077 9.909574 6.770831 15.608074 20.697108 9.421573 23.092383 32.588193 23.831071 10.787374 23.738691 30.984154 17.620337 25.163889 13.306056 22.514806 31.983012 34.843371 10.735290 22.060467 15.608971 29.041269 26.323281 22.644435 15.573937 17.591140 21.353397 27.400150 23.815149 19.669379 31.579208 15.092019 20.327170 38.661833 34.062954 3.896935 37.812818 21.249058 3.906571 12.019943 9.583698 12.901530 24.847308 25.075595 5.827044
