n_nodos R alpha CityArea
200 250 0 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
84 3487095 3791 3021 35 0
85 2332034 1482 1345 29 0
86 1919782 1250 2071 65 0
87 3453182 899 1840 51 1
88 3109536 1691 1972 42 0
89 2959719 2866 2057 47 0
90 252063 4428 2970 66 0
91 1508683 3022 2134 74 0
92 381999 4343 3502 22 0
93 1163833 2704 1871 61 0
94 945014 2995 2115 48 0
95 1696034 3710 2683 31 0
96 3172127 3008 2814 28 0
97 1534975 1883 1874 43 0
98 744243 4768 3418 55 0
99 2323243 1356 1695 62 0
100 2797991 4916 3316 69 0
101 3417578 4778 3678 20 0
102 1842468 2405 2472 61 0
103 2506658 233 837 42 1
104 1855609 1759 1442 53 0
105 1092091 2307 2400 30 0
106 351872 2618 2483 26 0
107 325814 2536 2125 21 0
108 1786401 3086 2896 59 0
109 3108456 3962 2524 21 0
110 2167353 3055 2696 35 0
111 2205694 2535 2514 53 0
112 3391549 661 1701 36 1
113 110927 3069 2261 71 0
114 3344726 816 1131 33 1
115 1072744 4804 3174 45 0
116 232633 1837 2339 72 0
117 2945314 2692 2352 48 0
118 1539674 1561 2075 21 0
119 160516 2199 2500 73 0
120 1913462 3772 3085 55 0
121 3241718 2569 2246 56 0
122 1492006 4136 2844 26 0
123 3303338 375 704 53 1
124 136484 2361 2624 37 0
125 2155087 3944 2555 56 0
126 2289378 1199 1841 79 0
127 1097915 2651 2028 35 0
128 141057 1706 2093 72 0
129 3433120 1357 1825 51 0
130 850812 1660 1462 67 0
131 2742673 3097 2111 59 0
132 207894 1325 1191 43 0
133 1317475 4351 3636 60 0
134 783964 2025 2190 51 0
135 3128651 4634 3154 43 0
136 1957287 1137 1391 54 0
137 734500 4948 3551 52 0
138 1655185 1664 1848 25 0
139 1479879 602 1472 60 1
140 3411919 564 1273 39 1
141 2783199 1613 1392 31 0
142 3377690 4980 3524 69 0
143 3265817 4409 3040 56 0
144 2980050 2123 2315 58 0
145 2683084 2543 2625 60 0
146 1282731 2228 2211 71 0
147 106855 484 974 30 1
148 2523422 4343 2778 64 0
149 1635156 2002 2400 42 0
150 903088 496 948 43 1
151 144364 2077 2525 49 0
152 1971200 1309 1987 66 0
153 1121766 4913 3909 21 0
154 3232131 3579 2562 75 0
155 2319354 4554 3040 42 0
156 494817 32 623 35 1
157 1280292 4507 3190 50 0
158 2803532 4751 3021 68 0
159 2003811 837 1778 30 1
160 1553237 63 1004 25 1
161 3252447 586 1672 27 1
162 1122466 4988 3218 32 0
163 1190310 4511 3168 78 0
164 220075 3805 2762 65 0
165 1130351 665 1178 46 1
166 216687 4536 3308 27 0
167 1422401 102 1525 79 1
168 2190945 3587 3279 77 0
169 1766491 1327 1177 62 0
170 2285477 1982 2065 73 0
171 466765 574 1380 62 1
172 432339 430 1385 69 1
173 1138192 3544 3247 62 0
174 3350476 1317 1372 75 0
175 1728415 1298 2130 41 0
176 638525 3014 2419 57 0
177 2379462 980 1502 45 0
178 3369184 4802 2984 25 0
179 578271 564 1512 66 1
180 2274806 464 976 70 1
181 156276 3684 2429 36 0
182 1702888 3961 2485 51 0
183 1155066 3742 2434 30 0
184 326175 337 1298 68 1
185 2947259 1012 1535 53 0
186 2120479 4726 3401 78 0
187 3320510 4415 2956 57 0
188 1995352 3244 2494 59 0
189 2158263 1796 1724 52 0
190 365632 3269 2710 65 0
191 2116771 1369 1600 25 0
192 1583794 4340 2888 69 0
193 2198967 3487 2393 46 0
194 940735 3339 2617 71 0
195 510337 3802 2540 79 0
196 449543 3770 3048 32 0
197 319782 4495 3287 64 0
198 784669 2202 2120 55 0
199 2584328 4974 3834 44 0
Matriz_Distancias
-1.000000 20.499882 11.504306 8.688504 4.385042 28.629199 24.155266 39.719818 15.099529 23.651980 6.742212 14.029532 19.646916 17.983112 21.556439 34.237495 25.199101 2.964263 17.127297 35.679813 8.108497 13.106219 32.005229 25.231301 11.476386 15.311331 33.016716 18.671783 5.689081 44.774218 26.422878 26.858555 22.398607 11.932375 15.875442 11.776967 16.990141 16.293124 31.590077 10.662836 35.515807 14.737826 10.108762 14.562694 12.362826 25.544165 37.661810 11.565806 36.619720 25.844124 7.556000 13.226177 26.659867 22.523459 11.815984 24.910711 32.251240 16.318823 38.319468 5.349846 38.503361 20.784903 15.620155 9.870898 8.974646 12.907099 39.608205 22.000452 4.844528 16.643533 10.045311 24.261444 4.114266 10.270141 24.572326 4.781911 37.052504 12.675076 43.903838 19.941585 31.667695 24.824165 18.077433 26.195887 16.452400 30.688219 7.599558 20.875063 7.571141 20.980791 2.957990 14.140656 3.038841 12.032989 37.110135 14.025973 27.849244 12.350046 11.927978 23.497618 7.927004 12.954429 33.109850 39.359134 19.457299 32.539532 47.422523 31.202269 14.380086 26.250879 20.863133 30.019526 24.942137 41.274680 17.027159 35.646062 34.458967 16.858883 16.630397 17.433529 39.566117 2.217033 17.942696 2.685893 10.794369 14.401476 6.121020 17.869966 15.296749 41.438399 37.515116 19.513344 20.004582 26.784014 26.384436 12.425923 30.170268 8.896539 5.471792 16.362611 29.146041 18.498464 6.675313 5.328952 2.121069 13.978782 34.555570 18.589547 10.676020 35.331625 2.792799 23.261252 5.307341 19.605104 29.509732 27.468242 11.701216 37.455574 11.869623 2.539721 47.211428 33.528034 18.665401 37.623027 28.277632 31.178959 32.074436 33.047617 19.634109 15.046115 12.860539 40.022585 5.690734 29.279706 10.601469 15.277686 9.387288 23.968236 11.616999 16.938522 22.250583 36.868627 33.144471 19.235712 23.431305 15.304414 13.065721 26.594014 13.855865 16.547622 4.759292 12.877996 17.348630 22.159320 23.058280 19.881959 34.516277 9.543538 25.007092 16.920202
20.499882 -1.000000 31.904114 12.101906 23.916094 11.922186 34.207043 37.343287 26.890607 11.154383 26.888513 27.952243 5.020281 36.099471 21.739931 32.165526 37.581002 18.129394 34.723819 51.847479 28.033782 30.385843 50.353029 7.243812 28.234564 32.946011 26.516707 39.027924 14.867127 46.477608 30.594525 46.544150 25.155089 26.130527 5.004873 17.528680 33.349386 32.841861 49.425073 30.759646 51.322851 13.808321 28.961482 34.091774 20.936948 7.059279 40.515191 16.642041 44.029954 29.463061 17.786112 23.646860 32.518397 38.634867 9.877234 35.437029 46.403068 31.981056 38.278153 18.410492 55.683847 28.575503 33.008331 30.132871 15.826235 33.197902 41.813043 35.104526 23.627469 5.806684 13.078521 42.198337 22.332594 26.970762 28.872274 20.809485 53.778480 30.828938 44.284099 39.599641 28.443675 4.488171 32.171241 41.894085 17.790066 28.932267 27.165108 10.804795 13.360298 41.367138 22.238907 14.909599 23.466495 29.328658 51.641170 28.271893 40.770367 20.393042 30.931310 41.686121 15.462175 18.679551 30.303068 40.267860 36.442053 36.824811 47.710158 36.945139 34.297910 21.570501 19.239549 46.267099 12.534178 40.103491 37.198569 53.357054 38.702485 36.930756 37.097722 32.627517 41.739547 18.376080 2.571182 20.720305 31.119873 27.212028 15.120293 37.347003 5.350665 45.879193 55.365000 38.118838 31.775147 15.200276 34.155868 23.802036 49.281452 12.972321 24.548467 34.116886 41.528698 8.009712 23.181336 25.526503 21.609588 6.905345 38.149183 36.690733 28.584544 40.057216 22.289671 41.352474 23.162409 36.173619 39.324386 31.962123 32.036269 36.609506 11.403709 21.289305 47.119126 29.270180 35.356257 42.042473 31.898873 31.983856 38.176973 45.678497 28.978406 35.362799 16.704741 45.217840 26.179087 36.744678 12.674894 6.865195 14.710547 35.020207 25.454157 35.977485 26.448892 40.008260 28.789699 30.356267 23.674045 18.834714 33.562215 21.840834 28.017947 4.466015 17.820250 22.868341 37.797666 6.271998 9.868510 4.585968 48.090597 23.248624 25.343269 3.731035
11.504306 31.904114 -1.000000 20.190121 9.456030 39.974318 26.713799 46.726311 19.377850 34.746332 5.105642 17.000588 31.126666 13.791894 29.954465 41.617266 25.670130 13.797756 10.349608 30.877770 4.343438 9.042398 24.899515 36.712245 12.856225 9.288114 42.064150 8.686687 17.189521 49.507338 32.091059 17.988735 29.570248 12.826737 27.368250 21.173734 12.060621 15.168580 25.219312 5.591211 31.111570 25.186285 9.169642 5.072254 20.119043 37.038006 42.437782 21.329166 38.890447 31.899348 15.943252 19.417642 31.372836 19.851800 22.683709 26.941312 29.877545 12.619147 44.434975 14.294661 32.348027 25.739861 13.601111 4.854742 19.398559 1.611221 44.523390 22.630670 10.361240 28.130837 20.176492 18.747924 10.036284 9.598165 30.539895 11.948263 31.519120 11.049940 49.354702 12.026833 39.755221 36.279549 19.043102 23.202125 25.729138 38.340904 7.875538 31.891737 19.049640 10.641453 9.767399 24.319040 8.475320 12.254537 33.811674 16.684599 27.308067 20.397682 5.453194 17.739677 18.709219 21.822610 40.890239 44.935547 12.767373 37.170018 52.669872 35.209566 3.914532 35.460100 30.019555 25.780075 35.939758 47.642396 5.701078 29.074902 38.862207 5.696203 5.245995 17.485307 44.501179 13.710053 29.367242 11.330757 0.955298 18.184093 17.494917 7.666421 26.619441 44.988014 30.638259 13.959483 22.389270 37.532269 30.003321 18.389102 22.070430 20.220949 7.920971 13.421318 28.840812 29.805370 10.603366 6.398620 10.318361 25.201272 39.295069 10.541717 7.679735 39.362188 9.676775 17.702617 9.665896 13.419018 31.156799 32.778133 0.564707 44.009768 23.079789 10.716067 52.655207 41.794306 12.627409 41.563300 33.898693 37.705233 35.742776 31.932737 23.939460 3.582091 22.516091 43.275411 5.861936 32.554690 20.735332 26.756805 20.129405 25.817052 16.093697 11.328603 28.784212 41.580179 41.481025 22.390414 31.428536 24.150928 2.842093 35.780860 13.373341 27.790460 15.432332 19.529919 5.907133 33.609227 34.268535 31.372840 32.385706 15.595358 32.677049 28.384303
8.688504 12.101906 20.190121 -1.000000 11.817867 20.107639 25.432173 35.726900 16.834717 15.537790 15.371634 17.165618 10.977340 24.318946 17.427413 30.142712 27.894884 6.948521 24.800800 40.897889 16.667809 20.498147 38.631486 16.555587 16.603031 22.955895 27.196081 26.957352 3.049152 42.648134 24.676173 34.483782 19.606554 17.530428 7.267086 8.675835 24.063519 21.429401 37.858271 18.664411 40.508086 8.552216 16.936053 23.036840 11.473382 16.857892 35.838438 7.878264 36.959757 23.782536 9.366276 13.798198 25.784358 27.509923 5.920529 26.499242 36.190439 23.015346 35.240482 8.616432 44.386727 20.536449 21.362194 18.061383 5.435574 21.592928 37.556474 25.017033 11.534422 7.967968 6.998183 30.538336 11.449284 17.192277 22.754004 10.510876 42.634705 18.954448 41.181248 27.529056 26.978983 16.274456 21.565206 30.983287 11.992955 26.530417 15.065128 12.966069 1.265894 29.303251 10.953912 8.658440 11.725873 17.606798 41.351391 17.394169 30.952798 11.077578 20.141972 29.948986 4.364057 10.218936 28.664333 36.726073 26.901955 31.185606 44.749329 30.504668 22.986760 20.618422 15.823802 35.222052 16.943346 37.823052 25.702309 41.857951 33.165659 25.514775 25.282087 21.645209 37.498934 6.480347 9.533874 9.625667 19.481438 16.778289 3.036492 26.351872 7.292388 40.467737 43.830707 26.241294 22.087003 19.092168 26.504647 13.568029 37.345347 2.072267 13.508898 22.397490 31.968369 10.141202 13.122065 13.963128 10.191704 6.423359 32.958248 26.521736 18.298554 34.302722 10.931583 29.639484 12.523449 26.859403 30.885485 25.950034 20.389320 34.004434 4.292147 10.067582 44.372570 28.543209 25.951916 36.527941 26.380704 28.145454 31.594946 36.110884 20.202116 23.734453 8.817145 39.370273 14.352012 29.379580 7.212954 6.619204 4.625105 25.820580 14.493397 23.990595 20.175991 35.148562 28.103481 20.863042 19.550280 11.800054 21.619987 20.964955 19.604927 8.691490 5.796426 13.093296 26.011683 13.524673 14.777467 11.199391 38.155141 12.090945 21.324190 8.407886
4.385042 23.916094 9.456030 11.817867 -1.000000 30.851763 20.864533 38.384096 12.106907 25.443930 6.223783 10.510211 22.357872 13.601219 20.877983 33.062819 21.395467 7.331259 17.532775 31.311069 7.644374 14.140025 27.679329 27.899562 7.363289 15.867408 32.855582 15.167413 9.169156 42.462765 24.326260 22.820378 20.988115 14.533581 19.061106 11.748663 18.067435 12.026980 27.222983 6.847462 31.164194 15.749699 5.729813 13.693876 11.075409 28.293345 35.317354 11.875937 33.417451 23.916461 11.830793 11.027782 24.164138 18.216868 15.895447 21.483237 28.059176 17.780616 36.546270 9.623943 34.120995 18.269528 11.266966 6.297934 10.012322 11.046483 37.333739 18.167358 1.086382 19.437559 14.376772 19.885887 7.010925 12.097214 22.583744 8.484749 32.668446 8.294783 41.875779 15.862897 30.878609 28.068860 14.208817 21.895975 16.365381 29.638458 3.341421 22.565337 10.567786 17.519991 5.691190 14.864651 3.678643 7.767766 32.845193 10.409776 23.887333 11.264343 11.882497 19.134100 9.460234 12.497330 32.150147 37.355084 20.017227 30.089640 45.329546 28.503709 13.052735 26.176555 20.716823 25.660301 26.587363 39.636898 15.148953 31.278584 31.942462 15.147675 14.034855 13.365165 37.299224 5.862224 21.345931 6.485806 9.043958 11.182582 8.831655 16.812660 18.927041 38.677027 33.158168 15.171715 16.559052 28.105987 23.478145 10.063125 25.962200 11.333892 6.995134 11.982325 25.243820 20.705396 9.513087 5.227226 5.297206 17.755824 32.169023 18.566603 11.700741 32.686675 5.423895 18.891036 7.891511 20.363659 26.054187 25.230490 9.832295 35.882140 13.979709 6.004304 45.198322 32.858496 19.435308 34.966803 26.186056 29.540944 29.266841 29.041815 16.825275 12.985147 13.074324 37.151905 4.165331 26.302938 14.925500 18.045334 10.822413 20.472246 8.486739 12.647624 20.498557 34.492380 32.516185 16.003796 22.517111 14.866347 10.162082 26.504834 16.193031 20.258023 6.325917 10.919595 14.810557 24.714989 25.043448 22.658764 30.370250 7.021186 23.914220 20.225052
28.629199 11.922186 39.974318 20.107639 30.851763 -1.000000 33.729024 29.346559 29.008703 6.000368 35.370995 30.957707 9.385473 40.452107 18.953353 25.025319 37.968185 27.041517 44.760050 53.494692 36.715286 40.414147 53.926003 4.686886 32.757491 42.924242 17.834794 45.703341 23.146348 39.751646 27.413601 51.768713 22.641228 36.789824 13.864974 20.635674 43.770746 36.483517 52.574534 37.412623 52.727840 15.878591 34.677811 43.126045 23.555544 5.001886 34.973815 20.030846 40.682229 26.220761 28.237298 26.076213 29.916759 41.277340 20.665467 35.031691 46.986657 42.557455 31.413728 28.258718 57.950884 27.999485 37.179780 37.066641 20.973149 41.458796 35.774941 36.285092 30.206873 12.298653 23.886078 45.891418 31.537879 37.031432 26.181684 30.432915 55.760352 35.807970 37.050414 45.126543 21.325200 9.036391 34.420568 43.928410 17.994597 22.590372 33.644279 8.751483 21.100378 48.044704 31.056015 17.069767 31.645569 33.976241 52.103857 31.381251 41.096993 23.003608 40.248041 45.629057 21.391957 20.990339 23.064145 33.692134 46.739522 32.571013 40.171254 33.511461 43.008829 15.528073 16.512979 48.337693 5.690127 32.447043 45.607180 56.196631 34.163098 45.470569 44.854663 35.458501 35.691997 26.421224 13.258168 29.727748 39.347105 29.796118 22.521557 46.441954 16.074142 40.673398 58.239703 42.693537 32.746139 6.819691 32.357589 26.674593 53.690066 19.765082 33.616445 38.408894 41.434263 10.170399 33.007123 33.957478 30.280018 17.640171 33.315061 46.556757 38.317459 35.619170 31.024785 45.237348 32.576673 46.602941 37.935527 28.676353 40.235203 29.511772 16.906146 30.175089 39.432071 21.378557 45.727218 37.202452 28.115130 26.534885 34.772929 45.328970 29.185810 43.554816 19.299134 40.491572 34.121144 34.339788 23.608841 13.546176 20.060250 34.992204 29.062786 41.111354 24.383418 34.684739 20.931057 31.248829 20.119882 19.742967 41.011939 15.639046 38.792972 15.837493 24.589186 25.373111 45.619138 6.755643 5.938011 9.331990 48.153545 27.492821 21.262104 13.488871
24.155266 34.207043 26.713799 25.432173 20.864533 33.729024 -1.000000 22.882895 9.101234 27.951317 26.370347 10.366636 29.920107 15.439468 14.890885 19.232236 4.654009 26.301263 36.894428 20.342397 27.504317 34.367143 23.338215 33.634145 14.148771 35.539594 23.898934 25.118825 25.086085 23.035198 8.795484 25.172650 11.400819 35.396578 29.724456 17.127761 38.105866 11.983551 21.409376 21.129060 19.412921 20.410431 17.663306 31.782687 13.978751 34.314651 16.186810 18.030013 12.554228 9.540391 31.303062 11.706679 6.482381 11.425487 31.350088 1.302737 13.351235 38.145883 19.449688 29.229066 25.191329 5.794024 13.678771 21.894743 20.007907 28.073912 18.289186 5.153365 19.894279 28.405180 31.712072 17.042245 27.760247 32.838348 8.709152 28.909689 22.814974 15.701697 23.356802 21.332608 19.469887 36.578305 7.744417 12.122294 16.630307 17.348039 19.754111 25.780865 24.564593 26.605856 26.414900 19.298461 24.541215 14.513171 18.388432 10.516717 7.491687 14.417096 31.366537 17.447945 21.100937 15.740719 19.563538 19.264966 39.378823 11.117350 26.425464 8.785613 30.500061 19.962143 17.224690 15.984872 28.039122 22.736162 30.873657 24.221999 12.511171 31.270776 28.145268 9.484303 18.282157 24.021473 32.235216 26.799517 26.978423 9.763617 23.393956 33.969291 31.505957 18.274539 26.173517 17.223806 4.382524 27.577755 3.807807 12.156997 24.799351 23.461680 27.828446 14.416713 7.705255 26.834370 30.334694 25.800265 25.844118 31.312165 13.181994 37.255342 32.085380 12.786221 26.153202 17.032940 28.728503 39.943359 5.480772 8.504211 27.275285 19.715964 23.396860 26.488289 26.548782 21.474211 39.083896 14.915301 9.855889 14.395475 9.115773 11.678235 5.294141 28.923671 17.643127 16.582086 24.274952 5.877495 32.104290 27.481015 20.931226 1.675081 12.546475 17.985123 9.576170 15.320013 21.418504 4.919679 14.269950 15.385469 25.100826 20.075972 37.011692 32.857328 21.382784 12.366018 28.813150 30.833191 28.542092 30.402242 14.427563 14.681494 13.919872 31.006450
39.719818 37.343287 46.726311 35.726900 38.384096 29.346559 22.882895 -1.000000 27.449103 26.466926 44.606288 30.005608 32.377704 37.929567 18.424929 5.586405 26.912355 40.469366 55.908462 40.433061 46.009650 52.427758 45.525311 32.365131 34.099039 54.250906 11.516750 47.250251 37.331125 11.097338 14.936459 48.053195 17.411071 51.573061 35.227070 28.179641 56.373973 33.954027 43.422500 41.536187 39.249213 27.239413 37.749625 51.625563 27.466302 33.036865 9.918364 28.634838 19.050784 14.907883 44.671117 27.440871 16.521415 34.296504 40.570989 23.572991 32.990417 55.913791 4.389747 43.231596 45.496371 21.254852 35.571247 41.985511 31.514305 48.282555 9.134080 28.018838 37.300569 33.040837 42.633308 39.889166 43.834019 49.931273 16.258905 44.109704 43.034953 36.687961 7.985040 43.920165 8.994247 36.969288 29.700219 34.481675 23.870313 9.204101 38.895666 26.581245 35.645947 48.993264 42.627348 27.076257 41.543864 34.969438 36.494262 30.393493 28.503375 27.407050 50.237169 40.326390 32.847636 26.838787 7.172482 6.419461 58.399217 12.548367 10.843998 15.126785 50.637854 15.892042 19.922480 37.601828 25.355993 3.231850 51.781822 45.488658 12.303826 52.040621 49.449099 31.540941 9.054618 38.410177 36.783710 42.241843 46.686562 28.688764 35.584586 54.381997 37.973866 14.645349 47.223399 39.902452 26.028256 22.999495 19.109667 28.451826 47.452149 33.819289 44.869301 36.555517 27.660142 29.763152 46.359821 43.558512 41.824541 38.773804 11.136624 56.823780 49.958715 13.252578 42.421550 39.913090 45.023921 58.743409 22.437561 14.638285 47.241732 3.228524 31.665167 42.241836 10.086058 8.125120 57.812229 13.072636 13.325625 9.065721 15.682155 29.551232 23.241195 49.640892 27.403193 15.584828 42.512387 18.183504 42.751073 33.076350 31.699868 24.491242 30.633443 40.235430 17.962634 10.357789 8.601344 25.345034 16.390999 24.589182 45.877017 15.591725 53.550134 38.796640 35.230499 27.473504 50.194164 31.359582 27.715665 32.779222 32.558355 31.424065 14.733357 36.003342
15.099529 26.890607 19.377850 16.834717 12.106907 29.008703 9.101234 27.449103 -1.000000 23.008342 18.012064 2.671252 23.226797 12.267330 12.562562 22.540127 11.060501 17.200061 29.047104 25.065427 19.285303 26.069203 24.937948 27.802652 6.652019 27.530913 24.402226 20.344004 16.143336 30.465311 12.713233 23.734197 10.869784 26.578460 22.073840 9.371369 29.933804 7.965151 23.567688 14.089593 24.478160 13.694625 10.306090 24.371775 5.963363 28.413400 23.328278 10.249961 21.520292 12.556867 22.202484 3.243815 12.161910 12.286311 22.686378 9.968086 19.569468 29.787327 25.057419 20.129352 29.190518 6.376244 9.166390 14.575619 11.560649 20.901501 25.377407 8.273082 11.073255 21.157899 22.774683 17.002370 18.821896 24.202439 11.199185 19.872595 27.131923 9.411363 30.076467 17.921893 21.191822 29.918759 5.458560 15.183787 11.035993 19.505261 11.704320 20.353879 15.847932 22.352868 17.478498 12.453755 15.733923 7.579317 24.794275 3.116712 14.142394 6.518575 23.382802 16.856478 12.473810 8.388182 22.058370 25.612143 31.558124 18.068632 33.460510 16.401965 23.290107 18.547092 13.838455 19.611112 23.550838 28.267043 24.332785 27.238655 19.882824 24.596806 22.045048 6.485065 25.347908 14.921456 24.656464 17.763661 19.426387 1.259109 14.524057 26.994121 23.452123 26.571421 29.281705 14.550700 5.274190 23.938127 11.383103 3.266770 24.983215 14.992108 19.097183 10.376565 15.133678 20.395000 21.425166 17.247046 16.861702 23.023714 20.171702 29.716469 23.685891 20.588865 17.222093 16.445246 19.844401 32.020990 14.538742 13.430098 19.910143 24.659031 15.561941 17.484338 33.392117 23.303978 31.120162 22.865251 14.524460 18.391236 17.161633 19.278330 4.733952 22.196091 10.346143 25.062509 15.871890 14.237463 23.193075 20.025426 12.600369 9.142471 3.620214 13.838874 9.706624 22.489189 23.065407 4.209710 13.334075 9.265739 18.428334 18.797736 28.289195 24.855320 12.347517 4.022587 22.802825 24.699996 23.240940 23.680269 21.403586 5.584070 14.144374 23.395397
23.651980 11.154383 34.746332 15.537790 25.443930 6.000368 27.951317 26.466926 23.008342 -1.000000 30.358592 24.971748 6.595382 34.511496 13.394699 21.528348 32.101857 22.435779 40.323119 47.555644 31.754459 36.032939 47.928083 6.270767 26.875247 38.477458 15.400320 40.056284 18.465607 36.149625 22.164152 45.872082 17.112979 32.893621 10.740492 14.761802 39.589436 30.509603 46.574301 31.833592 46.807050 10.037707 28.945833 38.214019 17.590410 6.989445 30.729700 14.211843 35.638802 20.968972 24.426057 20.086255 24.540462 35.278080 17.531997 29.252945 41.134989 38.502439 27.823642 24.071040 51.978465 22.182569 31.237755 31.556835 15.446023 36.275363 31.778663 30.336503 24.722258 8.638829 20.543587 39.902052 26.914737 32.728367 20.770685 26.048242 49.801598 29.956004 33.725245 39.290063 17.756550 10.583057 28.421845 37.949020 11.998049 18.578790 28.075825 2.897809 16.346168 42.383378 26.274952 11.187974 26.602337 28.098443 46.283687 25.398163 35.253165 17.043329 35.499594 39.649999 16.037855 15.032847 19.602166 29.960058 42.439678 27.760226 37.053471 28.426445 37.968647 11.144766 10.851784 42.363388 1.525079 29.357349 40.429117 50.201605 29.480719 40.340116 39.478194 29.459935 31.699730 21.491582 11.282014 25.068187 34.179556 23.800272 17.551312 41.518266 13.447672 36.327835 52.244858 36.763265 26.798149 4.158963 26.814416 20.701157 47.723047 14.779366 28.878806 32.471284 35.648876 5.485547 28.658887 28.953881 25.460352 14.785586 28.742234 42.002682 33.806484 30.912824 26.210518 39.256283 28.025410 42.392346 32.355774 23.479515 35.046242 26.041622 11.783178 25.448570 36.405323 18.344498 41.487369 32.672269 23.072128 22.138482 29.692540 39.602105 23.283507 38.324696 13.399352 35.943225 28.943434 28.964780 20.385656 9.516284 14.631102 29.159820 23.122307 35.245139 18.785163 30.338148 17.866791 25.299334 14.821290 13.742604 35.587969 11.352538 34.950249 13.743364 19.318357 19.389200 40.254487 4.940495 1.286136 6.863635 42.375093 21.632847 16.178378 10.937821
