n_nodos R alpha CityArea
300 250 0 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
264 1203328 298 1247 30 1
265 3063345 2028 1514 23 0
266 1383501 4877 3272 52 0
267 772397 1294 1921 36 0
268 1430716 4232 3001 53 0
269 816769 2407 1963 49 0
270 1368760 2718 2680 28 0
271 3450614 3622 2864 45 0
272 2327103 2782 2768 38 0
273 270776 2174 2361 38 0
274 136626 1639 2129 76 0
275 2426142 1153 1841 26 0
276 1041734 1281 1765 34 0
277 2495271 3834 3031 64 0
278 3375062 1172 1237 32 0
279 3069584 4552 3474 67 0
280 811682 670 1411 67 1
281 2693459 4566 3553 75 0
282 315463 3379 2488 25 0
283 957989 2434 1945 39 0
284 2660233 2079 1878 32 0
285 1107982 4139 3094 65 0
286 3463672 1123 1937 34 0
287 3357960 3547 2808 28 0
288 240151 1159 2054 73 0
289 1436520 832 1109 78 0
290 2501959 1610 2129 28 0
291 607626 1640 2067 74 0
292 2669217 3046 2260 66 0
293 2454253 4468 3530 51 0
294 827506 3297 3095 37 0
295 2592135 4031 3244 41 0
296 1745033 1675 2150 79 0
297 1046451 4981 3260 69 0
298 1002424 77 1503 70 1
299 351831 3061 2921 77 0
Matriz_Distancias
-1.000000 26.130428 25.217902 28.540536 25.598208 18.065597 11.151234 15.641435 20.640928 23.365313 21.123547 25.680856 15.316897 1.505881 25.633726 23.746983 16.413308 15.052058 26.452930 28.687922 12.687985 4.791133 0.935817 23.338091 26.455113 18.364081 15.911371 11.156137 26.935082 12.873373 33.348079 13.294016 23.308352 15.734471 16.447146 20.955704 17.909075 26.521446 10.883995 10.447168 15.188483 24.644583 4.961366 11.195484 5.627417 25.968946 27.984600 19.667468 27.774901 27.897610 30.834444 12.699907 32.940761 30.518053 5.295017 18.216827 22.737676 27.800146 10.735447 21.088290 12.583919 18.188981 23.527996 39.075906 37.536714 11.211807 24.269975 2.419486 33.448462 7.929993 23.205136 12.005078 11.000925 13.751146 18.115862 17.794758 13.297494 26.188926 17.038869 21.564268 12.116274 12.128997 29.288988 13.604748 19.754338 18.895625 7.216789 23.331945 8.485257 9.692402 15.198285 28.458677 24.283087 16.898310 5.200451 18.289945 7.447560 25.404797 16.513664 18.137066 28.241335 14.674675 15.075306 19.953933 8.024891 29.825692 12.015110 33.745746 20.592634 16.161930 31.460934 13.839205 21.438222 25.638310 30.802421 7.217085 12.907178 21.098722 33.640844 18.018831 12.590185 3.508751 36.506375 6.629509 25.465355 21.389736 22.561122 2.317667 28.103750 32.954185 10.749495 28.437789 9.077171 9.495663 21.913343 19.279958 13.434825 16.981795 19.271300 20.703737 15.921285 26.952841 23.887601 7.017878 14.641363 30.988947 8.470052 35.477654 14.507221 8.959721 21.611532 32.368907 8.686279 23.767681 11.730304 17.617064 31.029100 16.705626 17.696629 14.766949 11.209699 21.139724 23.840275 31.856580 27.519691 15.924655 11.563935 37.200572 23.437660 33.265905 9.051166 26.302028 17.854515 14.516406 33.128581 11.797381 40.665909 18.325400 16.105184 14.121797 29.228132 25.475183 33.921883 13.130315 25.304486 24.477622 21.982161 17.639431 9.721543 29.009488 10.582717 17.008807 21.615095 23.815350 17.259752 19.868578 11.319618 29.216510 9.675547 9.759418 26.481675 25.628170 8.505389 34.245204 25.382185 18.494156 20.348646 17.236319 23.091615 31.163786 26.519272 22.284199 35.539403 3.275917 25.599362 11.893833 17.893372 16.268982 15.169398 29.386703 19.351353 16.920990 27.408973 32.722978 33.350950 33.470307 25.253129 19.318921 16.241964 11.083625 7.855748 27.483994 24.650106 20.065323 12.566019 7.562876 27.548715 28.340790 41.185869 16.418444 13.450594 23.654186 17.568938 26.319445 18.543709 33.974884 12.653684 16.714974 22.720858 34.940537 11.267177 18.905441 20.083955 31.691865 21.111587 30.008669 11.523515 13.419041 19.448642 28.994071 21.275937 26.093325 13.272387 36.075908 12.810694 29.386850 9.081275 33.979853 31.822977 19.723300 18.038155 3.066299 17.353221 20.320570 30.392991 16.742046 36.393625 20.403945 30.569305 16.545302 1.913828 13.791480 28.532944 30.242366 13.518044 6.578943 14.927725 5.905384 11.361200 16.400103 29.154506 24.280982 17.392947 6.471506 19.517189 31.323455 16.094756 8.832200 29.874012 15.645082
26.130428 -1.000000 27.653655 24.295783 18.174433 37.618664 37.003479 40.920681 6.673724 22.223927 7.555280 1.751800 40.358417 24.807736 6.469116 27.713972 27.878030 37.696223 29.488894 25.669234 13.718489 28.189116 27.046517 23.682498 32.963673 10.483545 19.128946 20.387513 29.313466 21.421553 12.968100 13.489121 23.468946 30.977456 33.827989 16.085803 31.812708 23.981879 29.973995 36.573329 17.538599 10.535168 30.942162 16.600497 30.401548 38.475556 40.902358 33.167524 32.827295 39.577741 6.620309 17.738689 7.945784 4.397709 20.966468 33.458980 24.634378 2.916592 17.645721 16.219668 36.637331 13.128909 35.580296 16.299717 27.519222 24.617959 1.911867 26.271948 16.797595 30.253415 8.806027 18.188377 26.639001 13.382424 22.301629 42.394622 27.640014 26.856015 38.016031 5.702513 33.473122 19.907921 22.130566 21.971492 22.282702 36.433981 31.689647 40.212645 29.632806 33.789360 28.916823 9.409282 6.435760 9.386253 26.434100 9.675462 32.929129 23.661723 9.630459 9.968211 13.644396 21.570606 11.141510 23.948191 24.211994 4.572739 38.122561 12.562922 13.918600 28.943860 5.999484 12.604963 44.706286 9.459361 4.697524 19.259772 17.450411 24.349503 19.154226 13.219459 17.550548 29.263030 14.912476 30.284539 37.732637 20.765807 38.409635 25.124357 26.079987 25.223214 24.963800 28.349821 18.865180 17.344828 13.040312 27.336399 13.429423 10.473890 7.123483 43.914837 15.086319 27.800992 23.262360 24.304441 30.258748 23.480192 17.775859 17.112238 12.342749 22.057076 5.065890 10.042294 34.799413 16.303731 15.195721 13.303321 5.803039 17.901940 32.220249 15.877814 34.648308 19.116161 8.717572 6.378086 29.995438 35.484008 36.664951 27.493096 21.882866 15.861582 28.815285 33.816007 33.630392 15.086720 7.008955 35.491988 18.295772 16.038286 40.987640 37.230250 3.555650 25.586575 8.432900 13.061150 39.128701 23.962600 45.610385 40.765753 27.700304 14.495670 16.051973 13.508761 24.987022 14.029727 24.548648 33.345258 37.120599 38.963514 32.493353 28.463743 0.836072 37.653984 31.578156 11.552259 3.341339 24.070378 19.810911 37.666172 26.712494 26.382889 32.551994 46.166440 19.570542 29.100214 24.037576 33.595033 8.287578 36.850800 37.911892 12.985571 27.766371 24.005395 24.569937 17.438469 24.160737 16.978914 11.763755 39.817879 27.465104 19.207895 33.113541 21.199248 23.572244 14.528152 26.164524 18.891436 24.673192 36.979199 18.139870 11.123418 37.731874 27.718498 9.051199 20.447436 8.667769 8.047650 30.582134 28.551512 32.360253 25.454538 33.824185 39.212748 27.719962 10.127204 5.149437 12.324997 29.523206 38.790247 21.822212 11.067998 45.694069 32.919260 17.230125 15.114915 36.130723 6.439607 18.584465 20.024006 6.752710 6.553628 32.022081 28.484248 42.288954 37.284151 4.351362 19.607423 15.237914 14.171754 15.641702 29.367263 24.550151 29.940716 17.555927 4.891745 16.392669 25.948897 15.388001 20.225165 20.944251 30.079899 19.750896 20.541908 36.996927 31.027303 40.726689 5.541907 11.096106 24.181206 24.822001 37.502239
25.217902 27.653655 -1.000000 46.036133 10.580059 43.282901 33.511593 38.395993 21.825611 41.686196 29.637525 25.987583 38.477428 24.038767 21.825400 1.738947 39.618921 39.916078 1.857360 5.659569 21.068664 29.998886 25.442628 42.480124 5.755286 29.505745 11.301583 14.943231 1.922856 33.523942 40.444067 20.082780 42.343931 40.186753 15.814627 36.264286 42.186130 5.106913 35.841173 31.346853 13.106835 34.907808 26.491053 18.249965 23.921515 13.296386 15.340460 11.639187 5.202378 13.550164 34.242574 30.544182 35.202700 30.577868 22.493542 42.882596 42.592587 30.568913 17.587593 11.459809 37.020520 15.425836 11.185534 28.750789 52.560574 14.072215 26.287993 27.443479 43.533016 33.147440 18.903657 15.571944 34.862394 26.668494 38.107530 41.166217 37.103917 45.989874 21.369367 22.513238 37.326478 31.812596 9.638779 11.893048 6.508514 16.805524 32.069833 18.077818 19.620636 23.882871 39.084997 21.140172 21.360109 22.407368 20.511005 28.477151 31.429059 43.792533 23.236864 19.230367 16.946785 35.072017 22.276784 40.323443 17.202381 27.650620 32.793129 24.238927 13.813742 10.968151 28.699974 25.100653 45.559074 34.740565 30.124010 21.299949 30.490605 41.331237 45.320651 31.746085 15.512044 25.241742 25.896121 31.789987 12.624896 39.528328 16.055714 26.680121 4.628729 48.975011 33.879761 48.158693 18.501069 20.018046 34.827364 6.536478 26.116279 27.596624 25.994699 44.913026 14.837167 1.958955 4.452186 30.400684 13.709443 46.912185 21.844402 21.975243 26.203185 16.527445 23.489079 25.007816 29.430262 38.323158 26.110116 15.560227 28.104926 11.668247 12.538587 14.993973 23.226475 8.613394 19.108281 28.927304 2.634504 41.136357 35.235933 52.395462 41.538521 20.214859 33.980649 6.889509 14.073171 29.912576 32.421563 36.509140 29.197649 12.416744 39.361295 23.824050 28.059348 2.538656 30.061393 23.905959 14.731501 3.854906 45.816730 42.124163 34.222709 16.807155 25.405515 15.730013 42.017167 36.833171 38.698760 11.657206 33.791136 12.050153 21.768425 17.277024 28.477020 12.396004 21.909165 26.141338 29.881941 6.793995 8.160921 42.425425 43.887388 48.701891 5.227324 45.893140 19.650972 27.849970 44.121796 20.647161 24.732017 41.462655 23.625868 39.175699 41.756583 8.314932 45.523316 43.741631 48.519851 43.676207 36.164770 44.460500 39.315417 15.760631 32.023267 8.825048 4.347690 13.300644 13.112523 24.956112 45.664310 9.912379 30.432482 19.347154 25.922211 1.848195 26.183148 8.686679 20.806453 31.264711 16.128548 40.121227 7.703195 50.082351 36.372716 44.075882 5.867160 37.674308 24.231913 19.866272 16.321831 28.790595 6.999879 37.600459 44.467585 5.877859 30.658804 24.973508 37.593356 24.914527 18.824357 46.065794 28.217172 25.735349 42.351533 28.062714 40.374776 16.577464 30.963762 35.442535 25.342030 13.590216 41.585375 40.301030 23.616763 14.312698 13.396832 32.287779 30.125986 30.908561 15.355555 23.325719 31.905740 40.438136 43.644875 7.468497 42.610835 31.381299 44.538929 29.284671 19.848252 31.876965 47.095743 22.240685
28.540536 24.295783 46.036133 -1.000000 39.538492 25.914522 34.335396 35.604916 26.191497 5.179329 17.886450 25.700565 34.691671 28.325760 29.944439 45.313636 15.479861 29.375326 47.819179 46.343259 25.025933 26.336014 29.257918 5.555076 49.887041 16.829736 34.842323 32.456253 47.950220 15.682373 17.432249 25.968621 5.502931 19.210226 44.029316 9.795317 18.151589 44.201132 22.619529 35.639150 32.976060 13.765982 32.632072 28.217549 34.121585 52.370151 54.685646 45.960920 50.510398 54.070383 21.928197 16.647354 23.654963 25.923196 26.644625 19.890482 6.696392 22.682907 29.130138 35.746764 30.603102 31.149852 49.533719 39.904519 9.511837 35.812434 24.092744 26.680123 13.218774 25.733720 30.707115 31.018657 19.526321 19.439109 10.583273 35.311697 18.194548 4.986092 45.531352 26.057823 25.824007 16.515647 44.037802 35.524830 39.552521 46.708984 28.577225 51.182437 36.575820 38.150665 17.567710 33.418755 29.219788 24.022944 32.706197 17.956008 30.748144 3.286826 23.079971 27.571739 36.981589 13.909815 23.820488 9.261037 33.283761 28.352140 36.526703 36.815716 33.554546 41.613801 29.223220 20.951255 34.877352 14.976256 26.801379 26.659693 16.566972 8.269295 10.940822 14.313686 30.870742 31.776041 39.002387 27.092714 51.725996 7.198381 50.041839 26.256833 46.370189 4.829518 18.733966 4.911494 28.862041 26.900958 11.852682 42.593672 20.003401 18.595997 21.087473 34.218895 31.230323 46.988182 42.438120 21.828717 41.284551 3.542145 25.437471 41.396722 19.836219 32.229558 25.082655 34.249624 34.919785 8.224889 20.364308 30.857379 29.326673 34.367981 44.235640 31.049721 39.724843 38.019882 31.003051 29.481744 48.667736 24.847405 32.305153 9.104028 5.107759 40.034340 23.106048 50.276468 44.950251 16.365929 27.245435 29.461803 41.922789 33.886975 34.825887 42.617187 27.200572 44.807254 30.998895 22.175160 52.204855 43.214929 36.083034 31.912971 21.494305 37.927350 21.342448 30.550343 8.104598 10.348839 12.299054 46.172937 34.249692 54.587780 38.199238 37.047289 23.713888 51.793991 37.026048 35.579520 20.967084 40.055239 38.098832 26.853077 7.918421 2.726505 49.687519 36.902597 43.699695 29.343061 3.228447 40.349759 21.906532 26.577012 43.686306 13.216505 12.564931 39.074884 1.502806 11.650217 5.970626 13.048007 12.582233 28.179526 15.291060 31.261484 30.444554 42.620190 43.029994 33.739463 37.707291 23.087407 1.430318 53.095193 41.447451 26.959673 41.663583 45.267424 20.253854 41.564361 26.185359 29.739218 40.047136 15.802306 47.444936 7.200885 27.263753 27.608308 43.292048 18.671589 23.983511 36.329646 38.787435 40.816746 39.052588 14.969157 37.450005 49.665030 16.278012 39.309798 29.330120 30.727021 28.459310 10.477882 30.209598 21.585823 18.280318 28.464007 35.873864 48.038728 25.318465 11.894163 39.397460 33.651203 11.338685 16.749386 28.460478 40.557796 40.245317 23.558135 16.526053 22.983346 30.680736 25.415566 17.185715 17.615829 5.629556 40.692496 25.636430 28.393808 29.535012 28.404578 26.400813 20.141183 1.352903 44.181650
25.598208 18.174433 10.580059 39.538492 -1.000000 42.783267 35.965690 40.804565 13.516789 35.878261 21.919815 16.431226 40.636133 24.135628 11.875646 11.324774 36.558621 40.550766 12.222143 7.498383 16.382709 29.910260 26.170590 36.960288 16.326700 22.738754 9.885427 14.575717 11.854075 29.779381 31.142210 15.265694 36.788328 38.129584 22.952366 29.860691 39.815437 5.999040 34.735082 34.336350 10.414124 26.948393 28.637002 15.215036 26.626300 23.447393 25.660256 20.066023 15.672241 23.966553 24.549568 26.148541 25.232628 20.507137 21.162186 40.916202 37.392000 21.051192 15.216128 4.649068 38.181375 8.953083 20.945219 18.565730 44.786572 16.652625 17.150695 27.271487 34.779485 32.968603 9.484017 13.632330 32.744277 21.357631 33.418948 43.226484 34.712763 40.500183 28.417202 13.893344 37.136032 27.934082 4.535909 13.080060 8.263899 24.817273 32.805648 27.258110 23.320069 28.147074 36.582409 10.635314 11.741855 15.665235 22.342302 21.598305 32.876726 37.832332 16.659818 12.058860 6.376983 30.968760 16.344864 35.579539 18.744799 17.411027 35.943305 13.762090 6.207158 17.268574 18.322626 19.675496 47.034781 26.446872 19.960343 19.364753 25.999079 36.424346 36.897850 25.469896 13.112249 27.023225 15.649635 32.034634 22.729525 33.856356 25.221472 26.220213 7.973534 41.729597 31.391990 42.487829 16.766314 17.278489 27.754732 13.490943 20.898869 21.102468 18.485009 46.301900 10.240868 10.123814 6.301544 28.605168 19.758393 39.756003 19.096611 12.277839 20.556018 16.971093 14.922589 14.427925 32.303920 31.396082 21.593094 9.425277 17.735792 8.911279 20.107896 11.193513 28.103076 4.916680 9.473776 18.520993 12.454001 40.512397 36.988490 44.686208 35.651124 10.228328 32.975946 17.422468 21.776115 24.672496 22.135451 37.379225 19.283905 7.411792 41.473710 29.649663 17.956823 8.125889 19.540168 18.776142 24.649945 6.752123 47.553541 43.228103 32.705692 6.326108 21.349480 9.942629 37.131589 29.539991 34.667101 20.168195 36.201183 22.621711 26.144651 21.125350 19.010074 22.546710 25.807442 15.596538 20.887769 10.767919 6.018767 42.226017 39.046110 42.049338 15.806528 47.818193 10.882172 28.779159 38.193234 25.926116 17.647272 41.262460 29.821405 30.647684 37.991811 11.884662 39.315736 35.228719 41.000502 34.946184 28.260649 44.419165 36.191764 14.514592 33.359824 3.121228 6.239059 6.298384 16.940701 22.189051 39.447122 20.489126 20.398321 13.032456 31.235650 11.376285 19.329307 2.275614 13.363364 20.801264 21.486165 37.161180 17.340835 42.468639 36.622792 43.929034 13.402691 28.296341 15.902300 9.308329 21.049635 33.568950 8.145558 28.879812 46.695073 16.421195 26.047781 14.782621 38.367367 14.522833 16.892441 37.716206 17.768137 18.036375 40.007718 28.664211 42.659508 25.060853 20.956442 30.518517 15.158324 6.205039 33.218323 37.594480 23.704431 19.966278 3.484674 22.462967 25.320549 29.639979 11.216155 21.477318 28.397982 37.959788 36.212235 3.236428 42.091891 32.056178 44.822064 18.969845 13.633532 29.635047 40.417933 28.747620
18.065597 37.618664 43.282901 25.914522 42.783267 -1.000000 13.696415 11.907694 34.329295 21.955822 30.438827 37.930946 10.973231 19.292883 39.700520 41.800479 11.120134 5.279089 44.496282 46.619139 27.282294 13.296183 17.870703 20.777284 44.240291 27.278716 33.569136 28.928415 44.990277 16.297222 39.137384 28.291172 20.919478 7.233117 32.606253 24.524242 7.771929 44.412010 8.131492 16.178925 32.515581 30.999012 17.876504 27.591068 20.598785 42.517464 44.176903 36.679443 45.659228 44.508058 39.815230 19.880041 42.056414 41.489397 21.662034 6.035821 19.413744 38.066729 27.577781 38.141691 8.361731 34.402713 40.477047 53.118494 35.137740 29.248311 36.142446 15.900885 36.843547 10.139323 38.164725 29.286598 11.017580 24.540281 17.630556 10.372816 10.099192 21.261367 30.783036 34.984709 5.968971 17.713834 46.811293 31.606866 37.716676 34.461023 11.557980 38.418265 25.051518 23.044091 9.329126 43.124350 38.398356 30.298890 22.939092 27.965985 12.952323 22.898862 29.476774 32.968338 44.176379 16.590669 28.663215 17.514496 26.083383 42.082703 15.978277 48.217110 37.113242 33.796094 43.602186 25.776456 8.966523 32.487021 42.083183 23.418955 20.168374 18.133411 35.577387 24.983408 29.731849 18.581855 50.979403 11.534248 42.142929 21.338388 38.280999 16.790983 46.082941 30.647083 12.681743 22.742921 26.079368 25.540281 27.306101 37.261021 24.661573 27.161646 30.696368 8.328499 32.598772 45.015263 41.817191 14.366616 31.823233 29.405218 23.790247 51.036076 25.627078 26.920337 34.575991 46.278589 16.965717 26.614747 23.112629 33.842277 43.345399 34.144331 34.693775 31.594043 24.640873 38.709454 38.761275 43.987339 45.566104 2.280436 10.928361 34.695694 22.288292 48.952027 9.817959 43.961564 34.401364 22.543763 43.866491 8.024357 54.961360 35.371579 10.657511 26.694051 41.158986 43.498905 46.051552 25.945368 41.473140 42.438833 10.178315 6.507804 10.334117 45.059949 22.710861 33.244894 18.049116 28.153675 15.016453 36.860134 13.439573 46.242455 24.494303 27.014342 37.603429 42.361220 23.652773 48.116634 35.459229 36.554326 38.041169 1.405839 18.003496 27.572024 44.355436 11.008972 51.773149 15.618540 22.817902 26.751086 29.994139 2.064577 27.778887 34.293401 13.436728 34.985493 24.412486 35.520073 31.883763 36.756112 30.810611 2.366211 11.458204 28.575655 12.310092 45.010921 42.578243 36.746061 30.476810 20.899961 24.494495 45.676186 55.150280 31.325706 24.617459 41.706460 28.758934 43.819368 32.677190 45.545460 29.457441 10.582839 40.284164 33.061308 7.167415 1.749588 38.060405 38.744260 33.666998 45.303277 28.579085 22.181914 37.381245 34.973868 11.738216 43.857652 20.394800 50.779276 7.047164 42.761967 25.918059 35.445527 44.272894 31.340479 7.636266 15.279407 11.267707 35.897723 41.125856 19.210881 51.038333 36.991740 34.040030 9.570458 19.724462 30.971579 45.341306 40.198054 21.227060 13.162927 31.602244 21.309102 16.678351 8.667561 29.782706 41.912110 0.691418 12.145335 3.644147 43.152902 30.808985 13.798650 27.112014 29.024637
